"1","2","1","0","9214","-92","0","1","40.2601525166667","275263402.314475","-75.8232964","58.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"2","2","1","0","0","-92","0","2","40.2601525166667","275263402.587309","-75.8232964","58.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"3","2","1","0","9214","-91","0","3","40.2601525166667","275263402.675681","-75.8232964","58.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"4","2","1","0","0","-90","0","4","40.2601525166667","275263402.776783","-75.8232964","58.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"5","2","1","0","9214","-86","0","5","40.2601525166667","275263402.880073","-75.8232964","58.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"6","2","1","0","0","-85","0","6","40.2601525166667","275263402.990531","-75.8232964","58.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"7","2","1","0","0","-82","0","7","40.2601525166667","275263403.088758","-75.8232964","58.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"8","2","1","0","0","-70","0","8","40.2601525166667","275263403.201613","-75.8232964","58.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"9","2","1","0","0","-62","0","9","40.2601525166667","275263403.301749","-75.8232964","58.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"10","2","1","0","0","-97","0","10","40.2601222833333","275263412.294698","-75.8232872333333","59.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"11","2","1","0","19215","-92","0","1","40.2601222833333","275263412.39896","-75.8232872333333","59.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"12","2","1","0","19215","-91","0","3","40.2601222833333","275263412.515383","-75.8232872333333","59.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"13","2","1","0","0","-90","0","11","40.2601222833333","275263412.622443","-75.8232872333333","59.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"14","2","1","0","10001","-90","0","4","40.2601222833333","275263412.731016","-75.8232872333333","59.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"15","2","1","0","0","-87","0","12","40.2601222833333","275263412.832396","-75.8232872333333","59.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"16","2","1","0","19215","-86","0","5","40.2601222833333","275263412.923768","-75.8232872333333","59.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"17","2","1","0","0","-83","0","13","40.2601222833333","275263413.023473","-75.8232872333333","59.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
"18","2","1","0","0","-83","0","14","40.2601222833333","275263413.127885","-75.8232872333333","59.0","a3841038cf1d53555c01d2747de311ec10dcf0f2"
